id,tweet
1434,allah kawo mana saukin wannan musiba
1435,allah karo kasuwa mai albarka thom
1436,kawae eh irin totally                                                miss you so much
1437,allah ya qara lfya muma muna taya kanmu murna cika shekara 14 muna azumi 30 na ramadan duk wata
1438,e munsan da haka  amma kuji tsoron allah ku fadawa gwamnati gaskiya  kamar yadda kuka yi mata kamfe
1439,allah yasa ganawanda sukayi ya taimaki talakan najeriya
1440,allah ta ala duk masu aikata wannan musibar ta fyade ya ubangiji allah ka wulakanta su tun a nan duniya
1441,allah yasa sowarware wannan matsalar fyade amin summa amin
1442,allah ka karemu ka kawo maba afuwa
1443,aci gaba da taya wasu munna
1444,alhamdulillah allah ubangi ya kara bawa kasarmu zaman lafiya ameen dai
1445,wai me kike ci kike irin wannan girma ayya kuwa
1446,bbc hausa da sauran ma aikatan ku maza da mata wadanda duke nigeria da birtaniya ina taya ku murnar cika shekara
1447,mashaallah  tayi mun daidai  sai dai kuma kada ta zama vampire  danyen nama haka
1448,allah ya jikan duk al ummar musulmi gaba dayan mu imm tamu tazo mu cika da imani
1449,ansha kyau washa fati
1450,innalillahi wa inna ilaishi rajikun allah kare mu shi kuma ka baiyana shi
1451,allah ya kaimu    dan kwambo once he said                 kaji abu sai kace naira
1452,hakayake wanna maganan gaskiyane
1453,daga   birnin spain kusa da gidan mr jackson nima ina goyon bayan hakan
1454,gaskiya e no dey show for face  basu da kama  sai dai  ana iya dace thru addu a  sai kuma mai neman ma ya kasance of gud xter n conduct
1455,pleasss kibar answer su         allah yashiryemu kawai  arewa twitter please let s be good for once
1456,masha allah    allah sa muga watan cikin masu rai da sa a
1457,wayyo  allah yasa yasan kinayi
1458,mai dadinci da miya
1459,muna godiya  sheikh ahmed mahmud gumi  allah yakareka yakumu yawaitamuna irinku cikin malumanmu abundakakeyi shine jihadi
1460,hhhhhhhh to allah yataimaka malam bahari
1461,rahama sadau manya
1462,alhdllh inacikin masu neman shiga mallam aminu sairah
1463,da kyau   allah ya kara basira
1464,da kyau me ke faruwa
1465,allah ya jeqa sa muma e tamu taxo mu ceka da emani
1466,subhanallah  allah yakawomana qarshen ta
1467,happy sallah rahama sadau
1468,allah yasa mu dace  allah ya tona asirin su
1469,ai duk me sauqine seku maida masu da kudadensu atari badi me rabon zuwa yaje  allah kasa muna cikin na badin amin ya hayyu ya qayyum
1470,kundace sadau  dama kuyi aure
1471,gaskiya musamman a wannan lokacin komai yafi fitowa fili  allah yasa yana da rabon musulinci kafin ya mutu
1472,allah ya bada ikon sa a dan allah a roka mana zaman lafiya a kasar nan dama sauran kasashen african da duk inda musulmi yake da zama baki daya  allah ya dawo da kai lafiya
1473,dis babe fine small ooh  u added more weight bttr maintain it  kina kaman faran nan kinfi kyu slime issa bea
1474,kwarai taska muna murna  kwana biyu basu kifar da kaibaaa
1475,more talent to you sir  gskia yan kwana chasa in sai sun dage sosaii in ba hka ba zai musu overtaking
1476,dan allah a bashi ko dariya mu sha
1477,allah yasakamasa yabashi mafita    freenazirsarkin waka
1478,wannan ai wankan buzaye me   but is nice
1479,allah y biyasu y saka masu da alkhairi
1480,ya salam   allah yayi maki zabi na alkhairi ameen allah ya baki lafiya ameen
1481,wallahi nayi farin ciki haka na kalli documentary din da bbc pidgin sukayi dashi with no sign of regret on him allah ya kara tona masu asiri good job bbc
1482,amin babban darakta    ai banga yara wajennan ba sai dai masu gida     kuma isar da sakon ma aiki na kowa ne don shi yayi umurni da haka                 ku isar da sakona koda aya 1 ne
1483,kaduna   we have a  working  governor      sai godiya mai tarin yawa             mykaduna
1484,alright her majesty     allah yakara mashi tsawon kwana  shekaru masu abarka arziki masu albarka  lapiya da kwanciyar hankali ya kuma kara karpin soyaryan ku   please
1485,rahama kina birgeni fatan alkayri
1486,ikon allah yafi gaban mamaki allah muda kenema allah yabamu masu albarka dan darajar annabi s a w
1487,same to you  sayyada fati
1488,allah ya kara daukaka my king
1489,masha allah  you wll remain rahama sadau to me  rahama sadau of north
1490,muna goyon baya
1491,wow 9ce ranar birthday   dina knn toh allah ya kaemu lpy gsky na qagu naga wannan ranar
1492,to allah yasa mu cika da imani
1493,allah yakara lfy baba ganduje    up apc
1494,masha allah gaskia kam akwai kalubale   allah yaqara basira
1495,allah ya ta yashi riqo  amma daikam akwai matsala
1496,allah ya kara fasaha da hakuri
1497,wata sabuwa kuma  to allah ya kyauta
1498,allah ya kyau to muma namastee
1499,allah sa dai kada ayi irin na zaben 2011 a nigeria
1500,gaskia ne malam
1501,ya salam       allah ya jikansu da rahma
1502,alhmdllh allah y kiyaye gaba allah y gyaramna ksarmu y wata damu da shuwa gbanni ba gar
1503,bayern munich inshaallah zasuyi winning
1504,dole mudaina tsoronta  saboda mjna fama da abubuwan da sukafi corona muni  dafatan allah ya kawk mana sauki
1505,ina yinki rahama sadau
1506,kice da kina sona zanyi yo rawa
1507,allah sarki    allah yabaki lafiya
1508,to allah ka bamu shugabanni masu kishin mu
1509,ni dai har yanzu ina san shi sai dai masu qin sa suyi tayi ya rage nasu    jeka abinka kawai babba allah yana bayan ka
1510,allah yajiqanmu d rahma    yagafarta mana      y haskaka makwancinmu
1511,masha allah dattijo tarihi yayi kyau allah yasa agama lafiya  allah yasa acika da imani  gaskiya dayace   fatan al khairi
1512,mudai  yan    mun mika komanmu zuwa ga ubagijinmu dukwanda ya zalincemu allah ya sakamana
1513,wuta baba    talakawa na kara godiya farin tsoho
1514,allah ya baki ladan ki ya kuma karba ibadun mu gaba daya ameen
1515,kayy wannan abu yayi kyau
1516,really like you rahama
1517,gaskiya and suna yin ki  kin ga avi dinsu kuwa
1518,shi ya musu adalcin ai
1519,subhanallah    allah kayaye mana wannan annoba badan halayen mu ba  allah mun tuba
1520,a temakawa talaka
1521,ameen ya allah zamu kara aure cikin kwanciyan hankali naga mata sun nitsu daga jiya sun dawo hanyan allah
1522,allah ya saka muku da alkhairin sa ranar kiyama
1523,allah me gafara ne   kuma me tausayine  idan kikayi kuka a gabansa cike da nadama da alkawarin bazaki karaba    to lallai yanaji yana kuma gani zaikuma yafe miki  allah ya shiryamu gaba daya
1524,shalele autar mata inayinki rahama
1525,yayi abin kirki kwarai  nima tun jiya nake neman wanda ya yar da darin shi  daga karshe dai naci biredi da ita
1526,allahu akbar     allah ya jikanta da rahama  za ki wanzu a cikin zuciyoyin mu tare da yi miki addu a a ko da yaushe    allah kyautata makwanci allah sa da ki da shugaban halitta annabi muhammad s
1527,he s gone but still fresh in our hearts  allah haskaka kabarinka  allah ya jikanka
1528,allahu akbar  ya allah kamin daukakar da za min hakn albarkar wannan da yake kwance anan ya allah koh amafarki ne    ya subhanalilih
1529,allah ya kara musu fasaha da ingantaccen ilmi domin cigaba da isar da kyawawan sakuna ga al umma
1530,innallaha azza wa jallah  lallai allah mai girma da daukaka  yu ubalittaubatal abdhi  yana amsa tuban bawa  malam yugaggirr  matukar baikai gargara bah    uban gijin daya haliccemu kenan fah ball
1531,wato iya kudinka iya shagalinka kenan
1532,a gaskiya na dade taska banga mai bin diddigi irin kah ba ace anbaka kudi amman kakici sai kaje kayima obinna siyayya sbd kai dole sai asiri ya tonu  ga mugun iya bigan ruwan cikin mutum  sai
1533,allah ya kawo maku mutane masu kishin jaha wadanda zasu kawo maku cigaba    amma kam kuna cikin jarrabawa
1534,ka ji maganar gaskiya  allah ya karawa sarki lapia  aci gaba da fadin gaskiya kawai
1535,ameeen allah ya amsa rokonmu
1536,wadatar zuci to the highest order   allah ya qara budi mama
1537,duniya budurwar wawa  may the almighty allah see us through
1538,yayi kyau allah ya karemu
1539,ziyara       da zuwa motsa jiki
1540,sarkin waka  insha allah
1541,allah ya jikan sa da rahama    allah ya qara haskaka kabarin sa
1542,allah ya kawo mana mafuta a wannan runtsi da muke ciki  albarkacin wannan watan mai alfarma
1543,allah yashiga lamarin kasata kawai
1544,falalu baka da dama yanzu karawa tsohonnan aure zakai  ya allah ya nuna mana 3 4 21
1545,tofa    allah ya kawo mana karshen wa annan fitintinun  amiin
1546,gaskiya fa da  alama soyayyah tayi dadi  wai nikuwa ina champion  dinmu  mahmud
1547,allah yajikan su
1548,lallai zamusha biki
1549,dattijon arxiki kenan mutumin kirk
1550,gaskiya bazan yarda ba dole kabar min laila ka auri sumayya     allah yaqara basira
1551,allah ya kyauta wa musulimai
1552,allah sarki mata iyayen mu allah bamu ikon keutata muku a koda yaushe
1553,natausayamata wallahi allah yasa mufi karfin zukatanmu
1554,limancin da yake mana da tausayin da yake mana
1555,ai daman nan dinne yadace dasu
1556,haba manyan kasarnan yakamata ku tausayawa talaka saboda duk abinda kuka dauko kansa yake karewa kuma lokaci na ta tafiya fa
1557,film yayi kyau sosai my besty  allah ya kara basira
1558,allah ya jikan mallam  yasa ya huta  yasa mutuwa ta zama hutu a gareshi  yasa aljannah ta zame gurin hutawa a gareshi  allah ya shayar da shi ruwan alkausar  muma allah ya kyautata namu kareshi
1559,subhanalli allah ya kawo mana dauki
1560,allah kawo masu albarka
1561,masha allah agaskiya aiki yana kyau saboda hakan yatabbatarmuna dacewa bakaramin kwararrebane yake shirya wannan film din  allah yayijagora
1562,allah sarki  allah y yaye masa  mukuma allah gamu gareka
1563,ash sha  allah ya kyauta kuma allah ya karemu daga aikata laifukan sabo  ameen
1564,gaskiya ne kam ilimi shine garkowar dan adam allah yasa mudace darajar annabi
1565,yayikyau mal aminu saira amma fa gaskiya munkagau da muga amfara daura season 3  ko kuma asanr damu zuwa wane lokaci za afara daurawa
1566,allah ka kawo karshen tashin hankalin nan
1567,allah ya sanya alkhairi rahma zanzo aimin makeup amma fa ala kor
1568,allah yajikan shi daraha mah ameen
1569,me yayi kuma  allah ya kyauta
1570,allah kanaganin alkawarinda wannan dan maccen yadaukarmana amma komai bai iya aykatawa allah kashiga lamarinnan da kanka allah ka kare jahata dakuma kasata baki daya dan alfarmar annabi muhammad
1571,masha allah gobe sai kano kenan
1572,allah yakawomu karshen cutar gaba daya
1573,allah sarki  yau kuma da rokon allah aka tashi
1574,muna godiya kwarai  aminu saira da kuka farkar damu ameen   ya allah
1575,allah ya zabamuna shugaba nagari mai tausayin talakawan kasar mu jamhuriyar niger allah yasa akare lafiya munakira da hukomar zaben ceni da tayimuna adalci wajen baiyana sakamakon zabe a talakawa
1576,muna godiya malam yadda kake kajuya akalar wannan shiri ba tare da ya gunduri mai kallo ba
1577,inna lillahi wa inna lillahi raji u         a watan ramadam din mah baza ku barmu bah    ya allah kashiga tsakanin na gari da mungu    ya allah ka isarma ya allah   albarkacin wannan wata na azumi
1578,alhamdulillah  ganduje ya dawo  allah ya karbi musulincin ka baba ganduje
1579,barka da kokari  abdulbaqi wannan rawani ya cije ni
1580,allah yasawake amin yanzuo da mutane ake kasuonwace allah yataimaka
1581,kaii    allah ya tsaremu daga  ata     me ya kawu gashin manzon hannunsa tsewwwwn
1582,wlh gwamnoni koji tsoron allah kutina dafa amutu kuma damuhanudaku ranangube ya allah kabayyanamana wayannan bayinka dukwanda dahanunsa akanwannan abunda akeyin allah kamana maganinsu ya allah
1583,masha allah allahu akbar sunnah kenan magani bidi ah anan na karu da abubuwa masu yawa da ace malan jafar malamin bidi ah ne da tawannan hanyar maana yaron sa ma abin bautane ga yan bidi ah dalil
1584,wannan dress yayi maki kyau over yasin kaman ba indiya
1585,allah yabada zaman lafiya    couple
1586,enbada kafadi alkaeri akanmutum bah yanada kyau kayishiru dabanin kah yafi alkaeri
1587,inason inga kaina a kwana casa in  very very mai sauki
1588,gaba gaba dai jajirtaccen gwamna   aya mafi goma    fatan alkhairi
1589,allah ya basu masu amfani    baba na kwasa tuwo fa
1590,kai gaskia ansha rana fatanmu allah ta ala ya karba
1591,ba rabo da maza ba   maida kamar su   allah ya jikan  muhammadali
1592,innalillahi wa inna ilaihi rajiun  allah yayi mana maganin wannan masifa
1593,dae dae ke nan   yau daya ya burgeni
1594,allah yazaba muna shugaba nagari mai tausayin talakawan kasata janhuriyar niger
1595,wannan shine abinda yasa bazamu manta da wannan bawan allah ba  allah ya jaddada rahama agareshi
1596,gaskiya naji dadi daman presdor mutumin kirki ne kawaii shi rashin ji ne kawai
1597,allah ya kawo muna karshen wannan tashe tashen hankula
1598,wallahi suna kokari allah ya basu abin da suke nema
1599,innalillahi wa inna ilaihi raji un tohm wallahi tallahi mun gaji   mun gaji mun gaji wallahi   dan allah kar ka qara rufe mu   ya rabbi mun tuba
1600,allah ya musu rahma ya yafe musu kura kuransu yasa aljannace makoma
1601,naceba dan allah xan iya turowa gidan ku
1602,jinjina     bangirma   ga maigirma gwamna malam bisa wannan mataki da ya dauka  haka akeson shugaba wannan yasa naji inama ace shine dan takaran shugaban kasar mu nigeria
1603,haba malam garba  ka nuna jarumta mana
1604,allah ya kyauta yakuma kiyaye gaba  wa inda sukazam babu munafan allah ya jikansu
1605,kinci banza sadau
1606,karki damu yar gidana makiyan ki fadawanki one love     rahma sadau
1607,subhanallahi   allah ka mana maganin wannan al amari
1608,allah yakara arziki da wadata ya biya bukatu
1609,ta dabo tumbin giwa
1610,allah ya dawomana da k lafiya
1611,ameen ya allah sadau    ki tafi ki tayi karki damu da komai ai dama rayuwa in bka da ma hassada ba ka cika mutum ba wlhy kuma shi komai kayi wa allah shi mai iya yafe wa ne     allah ya mna jagor
1612,lallai p d p a jihar zamfara ta samu gasashen tsuntsu daga sama
1613,masha allah allah yayi jagora malam aminu muna tare daku insha allah
1614,allah yakawo karshen wannan rikici a jihar kano
1615,allah yakara kiyaye mana ku baki daya ameen
1616,wallahi hakane uban mara u
1617,ganduje zabin allah
1618,na gayamiki gaskiyar wanda zaki turawa da account number dinki inde kudi kike bukata zaki samu babu batin cewa se anjima ko babu network  gaskiya ki turawa da kin santa  jarumar nan     to baki d
1619,nashigaa wani wali ku tayani da addu a   na kamu da son wannan yarinyar  gaskiya ina sonta duk wanda yake da damur iya mallaka min phone number dinta don alllah ya bani  i love her
1620,allah yayimana maganinta
1621,allah yasa tallafin yaje in da ya dace
1622,wannan matsellar dai ba la ice mafita i tace addu a allah ya kawo muna karshen ta   allah yakawo muna zaman lafiya akasar mu   kuma allah yabawa shugabanmu i kun gahra kuskuran shi
1623,gsky nima dae a nawa ra ayin lukman ya dace ta aura domin sai yafi kula da ita da kuma nunamata soyayyah
1624,yau fa sai dai hassada  amma dai kinyi kyau yasin
1625,yeeeeeeeeyyyyy ku tafawa darecta
1626,wannan abun alfahari ne ga kasata nigeria    da fatan zasu dore da hakan har zuwa world cup a russia    bad  up
1627,yana da kyau duk yan kishin  asa  irinmu  su mallaki wannan waya  irar najeriya  idan da hali ma ayi doka akan kowanne mai waya biyu dole ya mallaki irin wannan waya  allah ya taimaki  asata
1628,yeyyy   munsaurara kuma munji dadin hirar
1629,happy sallah allah ya kara martaba
1630,allah sarki  bawan allah ya shiga abatuwa
1631,annabin rahma ya karbi bakuncin sa ameen
1632,allah ya kare kano da musulmi baki daya allah mun tuba allah ka yafe mana saboda annabi saw
1633,waslam alaik im your fan ina miki fatan alkhairi
1634,ameen the king of kannywood
1635,kuskuren mune da mukeyin tunanin shuwagabanninmu sun damu damu kuma hakkin sune sukaremu  allah ya kawo mana mafita ba dan munanan halayen muba
1636,masha allah  allah yakawo kasuwa
1637,bazamugusheba munaroqon allah jiqan shugaba nagari wandayakeda himma da juriya ganin kasa tacigaba allah jiqan ummaru musa yar adua ameeen
1638,wannan abin alfahari ne gaskiya munyabawa dukkanin jama ar da suka bada tasu gudummawa har akakai ga samun nassarar karbo wadannan dalibban  allah yakara tsaremu daga fadawa cikin hannun irin wad
1639,gaskiyane yanada kyau gwamnati tadinga d aukan mataki mai tsanani game da masu aikata fyade  allah yashiryemu akan hanya madaidaiciya
1640,allah ya sa mu gama da duniya lafia  ita kuma allah ya yafe mata
1641,yanzu kam kowa yayi ta kansa allah ya rufa muna assiri
1642,babban director wnan episode din so boring sbd ancire mana lukman     amman dai yayi dadi da aka fara nuna campus  allah yakara kaifin basira
1643,ma matukar yinki wallahi  ina yinki
1644,innalillahi wa inna illaihi raji un allah yayi mana maganin wannan cutar da gaggawa bada dadewa ba amin ya allah
1645,innalillahi wainailaihirajiun ya allah ka kawo mana daukih
1646,hahahaha kai akwai abin burgewa cikin wannan labari
1647,masha allah  suyita hada hand sanitizers dashi
1648,allah yabaka lfy kuma kadai gadarasi kuh toh allah yatsari gaba  ameeen
1649,tooh   duka biyu kenan  allah ya kare mu
1650,tunda kai kadai ka zo kn ko dan baki bakin ka kira ka bawa ka raya sunnar ma aiki walla
1651,allah ya jikan mai gidan
1652,a here jst to read a comment and laugh   rahama allah ya shiryeki
1653,arewa finesse   amma fan of you
1654,to pha    allah yasanya alkaeri
1655,gsky ruqayya tayi jarumta sosai
1656,seriously jiki ya miki kyau
1657,hhhhhhhhh     gaskiya tayi halinta allah dai yatona asirinsu
1658,allah muna godiya gareka  dakayimu musulmai  kuma mukayi imani da kai  mukayi imani da manzon ka  kabamu iyaye suka tarbiyan tardamu bisa sunnah wannan duk badon wayon mu ba  ko iyawar mu  allah
1659,gaskiyar magana kana kokari  kwana chasa in fa sai dai muce allah ya kara basira
1660,allah ya jikan shi da muslimsi baki daya
1661,allah yasa allheri cikin auren nasu ameen
1662,huh  kaman wadan da suke crushing juna  why not a mushaa biki kawai  kaman naaga abun sai girma yake kulli yaumi
1663,ubangiji allah da ya saku a aikin shi kuma zai baku nasara kamar yarda ya taimakijoshu a a yaki  haka shi din zai baku karfin gwiwa da kuma zuciya ina bayan ku
1664,nafi kowa dacewa da wannan mukami
1665,the time has come allah ya kyauta
1666,masha allah  haka aki son malamai ba irin su oo ba
1667,allah yasa saka maka da alheri
1668,yakamata auran na gida domin in baai dagaske ba haka zaai ta mai maita zance daya har duniyar ma tatashi  nigeriacenterofcorruption a idon duniya
1669,allah ya saka ma dan nigeria
1670,allah ubangiji ka bawa dukkan wa yanda ka jarrabta da cuta lafiya mu kuma allah ya kare mu da dukkan musulmi baki daya ameen
1671,da sauri sauri haka    allah ya taya riko amin
1672,kut kace inziyarci kauyenmu allah yayi halimatu lokacin aurenmu yazo kawai kituro
1673,ai kuwa duk wanda ya ci  a wurinsu ruwa ta sha
1674,luv u too rahma allah yakara saukakaki gamisa sanya albarka acikin rayuwaki
1675,allah yasa su shiga
1676,falling in love  wato afkawa soyayya ba shiri
1677,allah ya ji qansu da rahma da sauran musulmai da suka riga mu  amin
1678,zamu yi pdp sak
1679,allah ya kaimu wannan gari kodan musha kallo
1680,har yanzu kina niman su da tsokana ko     looking gorgeous all the same
1681,barka da zuwa europa
1682,ya salaaaam allah ka kawomana dauki badan halinmu ba allah
1683,wannan abu ya dai dai
1684,tofah  mudai  frica sai addua ko ina cin hanci da rashawa ya ratsa babu tsoron allah babu tausayi allah ya kawo mana dauki
1685,nidai duka komai yamin cikin film in sannan babu wayanda nakeso acikin shirin kamar lukman laila       kai i really like laila wllhi
1686,jin film din yafi ganin armashi
1687,last episode   dorayi yaushe zaku fara nuna episode 2  coz zamuyi missing alot  like  yayadankwanbo  azeema  zully  taska
1688,yayi dai dai wallahi
1689,harka tana yin kyau
1690,aiki na kyau  jinjina ga hukumar kwamushe masu zamba ta yanar gizo  amma ni akwai tambsyar da nake yima kaina kullum  wai mai yasa al ummomin najeriya musamman matasa sukayi fiche a harkan kwamus
1691,allah yasa qur anin na gaskiyane
1692,allah yabaka lafiya tare dadukwanda suke da ita aduniya ameen
1693,allah sarki dukkan me rai mamaci ne  allah ya jiqan sa da rahma yasa namu tai kyau
1694,atiku ko national anthem zai sayar wannan karon sai mun zabeshi
1695,lukman ya cika namiji   ga hakuri  ga class ga sanin ya kamata   kuma beda wulakanci da zuciyan nan na fada
1696,uhm   allah ya shirya mana
1697,ameen suma ameen   rahama
1698,to fa  komadai menene allah shine masani allah yajikan musulmi
1699,masha allah tabarakallah    kekuma fa a micece dan allah
1700,allah ya kara maya lafiya da sawan kwana ubangiji ka hadata da miji na gari
1701,allah ya gafarta ma su
1702,hakan shine yafi  fal ya qul kairan au li yas mut
1703,toh ya kyauta
1704,innalillahy wa inna ilaihir rajiun
1705,nima insha allah daga sokoto zanyi wannan azumin da addu oin  ranar attanin don neman taimakon ubangiji
1706,allah ya masa rahama mutumin kirki ba irin su oh oh ba
1707,ya allah  kabashi lafiya da shi da duk wanda yasamu matsala
1708,allah ya kareki yar uwa kuma allah ya bada sa a keep shinning dear
1709,allah ya kiyaye al umar annabi  ameen
1710,allah yakai ki lapia mudai we are in nigeria
1711,gsky kuna a laka mukam network dimmu safe ne bawani matsala a tattare dashi
1712,masha allah uwa ta
1713,masoyiyata ta gaskiya jamila
1714,wa in ta udduu ni imatullahi laa tuhsuuhaa   allah ya bata mafita  ameen
1715,allah ya bamu ladan niya
1716,hmma allah yakiyaye mu dai amma sai a hankali
1717,gaskiya wannan video yayi kyau sosai kuma zai jawo hankali matuka hakika anyi kokari allah ya kara basira  saboda haka ina neman amincewarka akan wannan video zan daura shi a channel dina na yout
1718,shin miyasa shehu abdullahi baya kula mutane a shafinsa na instagram    fatan alheri dan kwallon kasarmu ina alfahari dakai
1719,sarauniyar mata allah yaja zamani fati
1720,dede kenan muna godiya ganduje
1721,kwarai kuwa gaskiya yafada ai
1722,insha allah kafin lokaci komai zeyi dai dai dan allah akara hakuri shugaba na sane daku mutan nigeria
1723,mu wallahi sai buhari har abada
1724,allah ya jikan rai   allah yasa in tamu tazo mucika da imani
1725,mudae zamuci gaba da salatin annabi kawae
1726,gaskiya ne to allah ya kawo mana zaman lfy kasa shen africa
1727,mudae allah kasamu cinye wannan jarabawan lfy
1728,allah duk wanda yake da hannu  allah kai masa abin daya dace dashi
1729,i don t know why ina mugun san naga film dinnan   thou ba wani kallan hausa films nake ba amma wannan kam dole ne na kalla nasan za ai tsiya
1730,masha allah  sadau in new dressed style    kamar pryinka chopra
1731,ameen my rabin xuciya
1732,a hakan ma mune da godiya
1733,a so uwa a so danta don kowa ma da ranarsa
1734,masha allah hajjajuna allah dae ya nuna mana naki lpy domin a ranar zatafasheeeee
1735,adam a  zango ya cancanti yabo  2fingers
1736,hmmmmm allah yasa mu dace da anyi magana sekuce imani a zuciya take nonsense if imani a zuciya take munji sekuma akace mutun yayi yadda yaga dama koh wa iyazubillah wai mutun musulmi amman ka kas
1737,allah ya basu lfy allah yasa kuma kaffara ne   ya zuljalalu wal ikhram  ya wahidun kaahar
1738,allah ya mana maganin dukan cututtukan dake damun mu
1739,allah ka bawa baba buhari ikon jagorantar mu da kasa gaba daya
1740,allah ya sauwake allah ya zaunar da mu lafiya
1741,gaskiakam kwara ahadu a gidan xaifi beauty with brain
1742,to to to  shaaata me ganga ya gode  shatan me ganga sun gode      munji wannan wakar baba muje ta gaba
1743,jama a rahama ce  allah ne ya baka
1744,ga wani crazy  ardent masoyi fah
1745,a duniyan nan baki daya ban da wata kasa kamar    sai godiya najeriya ta cika shekara sittin  nigeriaat60
1746,wannan gaskia ne baba
1747,very soon komai zai dawo daidai  insha allahu
1748,sun taimaka miki
1749,godiya muke  allah yasa agama lafiya  muna jira chikin zakuwa
1750,ka kyauta allah ya shiryemu gaba daya amin
1751,matakin aiki  keanan wato kwance suke  ashe  bamusani ba   allah yabada ikon aiki tukuru
1752,madallah da kokari malam falalu ubangiji allah yasa afi haka ya biya bukatu na alkhairi ya kare mana ku daga dukan sharri     endsars  endnorthbanditry
1753,allah ya kaimu lokacin ameen   zamu ci abincin amarya
1754,allah ya jikan ka da rahman sa
1755,baba yayi magana fah anan   allah ya gyara kasar mu nigeria
1756,ranarhausa a yaune ake murna tunawa da  hausa a duniya  mbn
1757,kina time tawajena inayinki 100
1758,allah y s albarka
1759,mashaallah dakyau mazaje
1760,sarki mai raga          allah ya jikan s nuhu
1761,allah ya kyauta yakuma kawo karshen wannan abuuu
1762,wallahii ganduje bai taba burgeni ba irin yau
1763,mai kudi abokin matsiyata
1764,muna masu matukar godiya  allah taimaka  amma kash   zamu koma scul zaayi kallo banda mu
1765,allah yyi mai rahama   amin
1766,gyada mai sipili  aba re aga biyu  amurje aga hudu  ahure aga yar guguwa ta tashi
1767,yayi sarki allah yakara hakuri
1768,allah yaji kansa da rahama ameen
1769,lallai kam dakyau
1770,hmm allah  sarki amma a hakan yafi wanda suka iya turancin amfani a majalisar
1771,allah ya jiqan shi amiiiiiiin
1772,kash      gwamna kadaiyi tunani  allah kuma yasa sudin don allah sukeyi
1773,kuma akwai addu ar da annabi sallallahu alaihi wa alihi wasallam yayi akan shuwagabanni  yasamu malamai kamar su suyi masa tunatarwa dangane sha anin mulki  idan kuma bahaka ba  to wallahi muna j
1774,hakane sarkin siyasar kano da kewaye
1775,subhanallah   allah ya karbi shahadar su
1776,allah ya jaddada rahama a gareshi  allah kyautata namu zuwan
1777,insha allah nan da kwana daya
1778,inayiwa chelsea fc fatan nasara
1779,daman tin teletele aljani abokin shaidan ne      toh allah ya stare mana zurriya
1780,subhanallahi allah yakawo mana karshen wannan masifar ya allah
1781,kiyi godiya zuwa ga allah da yassa irin su suna araye kuma aikin su shine gyara barna
1782,yar uwa rabin jiki
1783,su mene nasu a ciki  allah kayi mana maganin wannan fitina
1784,kema barka da shan ruwa madam halwa
1785,anayi muna jin dadi    godiya 1000 baba
1786,masha allah     zamuyi sallah kam insha allah    karyar corona virus
1787,wannan duniya    inane zaki damu allah ya kyau ta
1788,da kyau allah ya taimaka
1789,allah yaja da kwanan baba buharin mu
1790,ya allah kakawo mana mafita akan wannan cutar kayaye muna itah dan darajan alkur ani mai girman ameen
1791,ya allah yataimaki musulumci da musulmai
1792,gud     rahama ana tsoron mu2wa km anasun rayuwa then still ana kula d fan s  stay safe
1793,wanna abu yy kyau
1794,mallam gaskiya ni ba ma a bochin kallon shirin hausa bane ama abokina y tursasani akan na faran kallo shirin labarina kuma gaskiya shirin n matukar burgeni mallam ubangiji allah ya kara basira
1795,yau kache zamu sha kallo allah yakaimu lokachin
1796,wow so beautiful aunty rahama ansha keyau masha allah
1797,allah gafurur rahim ne  allah kayi mana afuwa a rayuwar mu
1798,masha allah   allah yayi masa jagora ameen
1799,allah ya amsa sadau  mungodai da wannan zumunci
1800,allah yana bada aljannar sa ne ga wayan da sukeyi mishi biyayya da kyawawan ayyuka kuma batareda sun rageshi da komai ba     allah yashirye mu bakidaya
1801,allah sarki talaka bawan allah  jirgin majalisar dinkin duniya yafi rayuwan al umma kenan    toh allah ya mana mai kyau
1802,subhanallah      allah ya kawo mana karshen yan ta adda
1803,allah yajikanta da rahama yasa aljanna ce makomarta  allah yakyauta tamu intazomuna
1804,allah taimake baba dattijo
1805,allah mun tuba        allah munce se shi  allah ka barmu dashi  ya allah ka shiga tsakanin mu da wannan bawa naka
1806,in ka san phone naka yayi 5 years da lunching or version 2 3 or 4 kayi sauri ga garzaya ka siya ka siya wata     kai this new law yayi min dadi  how i wish suma twitter zasu hakan
1807,subhanallah allah ka shiryemu    dukkanmu
1808,hakan ya dace allah ya kara girma
1809,subhanallah ya allah ka kawo mana karshen wadannan masifu astaghfirullah wa atubu ilaik
1810,allahu akbar allah ya kawo mana dauki daga wonnan annubar da ta addabi dunuyi
1811,innalillahi wa inna ilaihirraji un   ya allah kadubi wannan baayi naka  ka sanya musu nutsuwa da kwanciyar hankali a kasar su  allah mu bayinka ne mun tuba ka gafarta mana ka jibinci lamuran mu y
1812,allah yakaimu 7feb musha kallo
1813,toh allah sa da gaskene kuma allah yafe mana gaba daya ameen
1814,allahussamad allah yamana maganin shugabannin nan
1815,allah ubangiji yayi mana mafita alfarman annabi muhammad s a w amin
1816,muna masa addu ar allah ya gafarta masa yasa ya huta ameen
1817,ameen prince yaushe za a koma nima na shirya kayana
1818,da yardar allah baxamu ga hakan ba    allah yatsaremu ya karemu baki daya
1819,dafatan allah ya baiyana su
